1:
 num     #instances         #bytes  class name (module)
 141:           756          24192  java.lang.invoke.MethodTypeForm (java.base@21.0.12)
 142:           504          24192  java.util.WeakHashMap (java.base@21.0.12)
 143:          1008          24192  javax.management.ObjectName$Property (java.management@21.0.12)
 144:           377          24128  org.apache.kafka.common.metrics.Sensor
 145:           749          23968  org.apache.kafka.common.header.internals.RecordHeader
 146:           976          23424  org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager
 147:          1455          23280  java.util.HashMap$EntrySet (java.base@21.0.12)
 148:           320          23040  org.apache.kafka.common.config.ConfigDef$ConfigKey
 149:           957          22968  io.micrometer.core.instrument.binder.kafka.KafkaMetrics$$Lambda/0x0000744ac4a8b698
 150:           706          22592  org.springframework.core.convert.support.GenericConversionService$ConverterAdapter
 151:          1409          22544  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.12)
 152:           686          21952  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.12)
 153:           182          21840  org.springframework.beans.factory.annotation.AnnotatedGenericBeanDefinition
 154:           909          21816  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.12)
 155:           907          21768  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.12)
 156:           338          21632  sun.security.ssl.CipherSuite (java.base@21.0.12)
 157:           898          21552  java.util.concurrent.atomic.AtomicLong (java.base@21.0.12)
 158:           224          21504  org.springframework.boot.loader.net.protocol.jar.UrlNestedJarFile
 159:           707          21472  [Ljavax.management.ObjectName$Property; (java.management@21.0.12)
 160:          1332          21312  org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
 161:           664          21248  org.postgresql.core.NativeQuery
 162:           200          20800  org.apache.coyote.Response
 163:           200          20800  org.apache.coyote.http11.Http11Processor
 164:           628          20096  sun.reflect.generics.repository.ClassRepository (java.base@21.0.12)
 165:          1255          20080  java.util.concurrent.CopyOnWriteArraySet (java.base@21.0.12)
 166:           834          20016  [Lsun.security.x509.AVA; (java.base@21.0.12)
 167:           834          20016  sun.security.x509.AVA (java.base@21.0.12)
 168:           834          20016  sun.security.x509.RDN (java.base@21.0.12)
 169:           843          20000  [Ljava.lang.reflect.Constructor; (java.base@21.0.12)
 170:           812          19488  io.micrometer.core.instrument.internal.DefaultGauge
 171:           609          19488  org.apache.kafka.common.protocol.types.Field$TaggedFieldsSection
 172:           485          19400  java.util.WeakHashMap$Entry (java.base@21.0.12)
 173:           757          18168  java.util.ImmutableCollections$Set12 (java.base@21.0.12)
 174:           452          18080  [Ljava.util.HashSet; (java.base@21.0.12)
 175:           452          18080  jdk.jfr.internal.Control (jdk.jfr@21.0.12)
 176:           565          18080  org.postgresql.core.SqlCommand
 177:           744          17856  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.12)
 178:           278          17792  java.net.URL (java.base@21.0.12)
 179:           200          17600  jdk.jfr.internal.PlatformEventType (jdk.jfr@21.0.12)
 180:           200          17600  org.apache.coyote.RequestInfo
 181:           662          17232  [Lorg.springframework.core.annotation.AnnotationTypeMappings;
 182:           716          17184  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.12)
 183:           660          17160  [Lorg.springframework.core.annotation.MergedAnnotation;
 184:           268          17152  java.security.Provider$Service (java.base@21.0.12)
 185:           714          17136  org.apache.kafka.common.metrics.Sensor$StatAndConfig
 186:           355          17040  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.12)
 187:           706          16944  java.security.Provider$ServiceKey (java.base@21.0.12)
 188:           486          16560  [Lorg.apache.kafka.common.protocol.types.Schema;
 189:          1013          16208  org.springframework.beans.factory.support.MethodOverrides
 190:           908          16176  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@21.0.12)
 191:           336          16128  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.12)
 192:           200          16000  org.apache.coyote.http11.Http11InputBuffer
 193:           659          15816  org.springframework.core.annotation.MergedAnnotationsCollection
 194:           653          15672  sun.reflect.generics.scope.ClassScope (java.base@21.0.12)
 195:           484          15488  org.postgresql.core.CachedQuery
 196:           640          15360  java.util.ImmutableCollections$ListN (java.base@21.0.12)
 197:           958          15328  tools.jackson.databind.util.internal.UnreflectHandleSupplier$$Lambda/0x0000744ac461f2a0
 198:           628          15072  sun.reflect.generics.tree.ClassSignature (java.base@21.0.12)
 199:           269          15064  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.12)
 200:           719          15008  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@21.0.12)
 201:           607          14568  java.util.ArrayDeque (java.base@21.0.12)
 202:           452          14464  jdk.jfr.SettingDescriptor (jdk.jfr@21.0.12)
 203:           200          14400  org.apache.catalina.connector.InputBuffer
 204:           200          14400  org.apache.coyote.http11.filters.ChunkedInputFilter
 205:           600          14400  org.apache.tomcat.util.http.MimeHeaders
 206:           300          14400  tools.jackson.databind.introspect.AnnotatedMethod
 207:           600          14400  tools.jackson.databind.type.ClassKey
 208:           196          14112  org.springframework.core.annotation.AnnotationTypeMapping
 209:           213          13632  java.util.zip.Inflater (java.base@21.0.12)
 210:           186          13392  org.apache.kafka.clients.consumer.ConsumerRecord
 211:           628          13376  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@21.0.12)
 212:           553          13272  java.util.Arrays$ArrayList (java.base@21.0.12)
 213:             2          12864  jdk.internal.vm.StackChunk (java.base@21.0.12)
 214:           400          12800  [Lorg.apache.coyote.http11.InputFilter;
 215:           400          12800  [Lorg.apache.coyote.http11.OutputFilter;
 216:           200          12800  org.apache.catalina.connector.OutputBuffer
 217:           200          12800  org.apache.tomcat.util.http.Parameters
 218:           400          12800  org.apache.tomcat.util.http.parser.HttpHeaderParser
 219:           400          12800  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParseData
 220:           534          12688  [Ljava.lang.annotation.Annotation; (java.base@21.0.12)
 221:           225          12600  org.springframework.core.type.classreading.SimpleAnnotationMetadata
 222:           154          12320  java.net.URI (java.base@21.0.12)
 223:           512          12288  io.netty.util.HashedWheelTimer$HashedWheelBucket
 224:           507          12168  java.util.Collections$UnmodifiableRandomAccessList (java.base@21.0.12)
 225:           504          12096  org.springframework.beans.MutablePropertyValues
 226:           377          12064  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 227:           499          11976  org.springframework.aop.framework.autoproxy.AbstractAutoProxyCreator$ComposedCacheKey
 228:           370          11840  java.lang.ref.PhantomReference (java.base@21.0.12)
