1:
 num     #instances         #bytes  class name (module)
 160:           224          21504  org.springframework.boot.loader.net.protocol.jar.UrlNestedJarFile
 161:           707          21472  [Ljavax.management.ObjectName$Property; (java.management@21.0.12)
 162:          1332          21312  org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
 163:           200          20800  org.apache.coyote.Response
 164:           200          20800  org.apache.coyote.http11.Http11Processor
 165:           628          20096  sun.reflect.generics.repository.ClassRepository (java.base@21.0.12)
 166:          1255          20080  java.util.concurrent.CopyOnWriteArraySet (java.base@21.0.12)
 167:           834          20016  [Lsun.security.x509.AVA; (java.base@21.0.12)
 168:           834          20016  sun.security.x509.AVA (java.base@21.0.12)
 169:           834          20016  sun.security.x509.RDN (java.base@21.0.12)
 170:           842          19976  [Ljava.lang.reflect.Constructor; (java.base@21.0.12)
 171:           812          19488  io.micrometer.core.instrument.internal.DefaultGauge
 172:           609          19488  org.apache.kafka.common.protocol.types.Field$TaggedFieldsSection
 173:           485          19400  java.util.WeakHashMap$Entry (java.base@21.0.12)
 174:           586          18752  org.postgresql.core.SqlCommand
 175:           757          18168  java.util.ImmutableCollections$Set12 (java.base@21.0.12)
 176:           448          17920  [Ljava.util.HashSet; (java.base@21.0.12)
 177:           448          17920  jdk.jfr.internal.Control (jdk.jfr@21.0.12)
 178:           744          17856  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.12)
 179:           278          17792  java.net.URL (java.base@21.0.12)
 180:           200          17600  org.apache.coyote.RequestInfo
 181:           199          17512  jdk.jfr.internal.PlatformEventType (jdk.jfr@21.0.12)
 182:           662          17232  [Lorg.springframework.core.annotation.AnnotationTypeMappings;
 183:           660          17160  [Lorg.springframework.core.annotation.MergedAnnotation;
 184:           715          17160  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.12)
 185:           268          17152  java.security.Provider$Service (java.base@21.0.12)
 186:           714          17136  org.apache.kafka.common.metrics.Sensor$StatAndConfig
 187:           356          17088  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.12)
 188:           706          16944  java.security.Provider$ServiceKey (java.base@21.0.12)
 189:           486          16560  [Lorg.apache.kafka.common.protocol.types.Schema;
 190:          1013          16208  org.springframework.beans.factory.support.MethodOverrides
 191:           908          16176  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@21.0.12)
 192:           505          16160  org.postgresql.core.CachedQuery
 193:           336          16128  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.12)
 194:          1003          16048  tools.jackson.databind.util.internal.UnreflectHandleSupplier$$Lambda/0x00007ce63461e9c8
 195:           200          16000  org.apache.coyote.http11.Http11InputBuffer
 196:           659          15816  org.springframework.core.annotation.MergedAnnotationsCollection
 197:           653          15672  sun.reflect.generics.scope.ClassScope (java.base@21.0.12)
 198:           640          15360  java.util.ImmutableCollections$ListN (java.base@21.0.12)
 199:           628          15072  sun.reflect.generics.tree.ClassSignature (java.base@21.0.12)
 200:           314          15072  tools.jackson.databind.introspect.AnnotatedMethod
 201:           269          15064  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.12)
 202:           719          15008  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@21.0.12)
 203:           607          14568  java.util.ArrayDeque (java.base@21.0.12)
 204:           200          14400  org.apache.catalina.connector.InputBuffer
 205:           200          14400  org.apache.coyote.http11.filters.ChunkedInputFilter
 206:           600          14400  org.apache.tomcat.util.http.MimeHeaders
 207:           600          14400  tools.jackson.databind.type.ClassKey
 208:           448          14336  jdk.jfr.SettingDescriptor (jdk.jfr@21.0.12)
 209:           196          14112  org.springframework.core.annotation.AnnotationTypeMapping
 210:           215          13760  java.util.zip.Inflater (java.base@21.0.12)
 211:           628          13376  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@21.0.12)
 212:           553          13272  java.util.Arrays$ArrayList (java.base@21.0.12)
 213:             2          12920  jdk.internal.vm.StackChunk (java.base@21.0.12)
 214:           400          12800  [Lorg.apache.coyote.http11.InputFilter;
 215:           400          12800  [Lorg.apache.coyote.http11.OutputFilter;
 216:           200          12800  org.apache.catalina.connector.OutputBuffer
 217:           200          12800  org.apache.tomcat.util.http.Parameters
 218:           400          12800  org.apache.tomcat.util.http.parser.HttpHeaderParser
 219:           400          12800  org.apache.tomcat.util.http.parser.HttpHeaderParser$HeaderParseData
 220:           535          12712  [Ljava.lang.annotation.Annotation; (java.base@21.0.12)
 221:           225          12600  org.springframework.core.type.classreading.SimpleAnnotationMetadata
 222:           391          12512  java.lang.ref.PhantomReference (java.base@21.0.12)
 223:           155          12400  java.net.URI (java.base@21.0.12)
 224:           512          12288  io.netty.util.HashedWheelTimer$HashedWheelBucket
 225:           506          12144  java.util.Collections$UnmodifiableRandomAccessList (java.base@21.0.12)
 226:           504          12096  org.springframework.beans.MutablePropertyValues
 227:           377          12064  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 228:           500          12000  org.apache.kafka.common.header.internals.RecordHeaders
 229:           499          11976  org.springframework.aop.framework.autoproxy.AbstractAutoProxyCreator$ComposedCacheKey
 230:           494          11856  java.util.Collections$SetFromMap (java.base@21.0.12)
 231:           478          11472  org.apache.kafka.common.protocol.types.CompactArrayOf
 232:           158          11376  io.netty.buffer.AdaptivePoolingAllocator$AdaptiveByteBuf
 233:           354          11328  javax.management.ObjectName (java.management@21.0.12)
 234:           236          11328  sun.security.x509.X500Name (java.base@21.0.12)
 235:           471          11304  org.springframework.beans.BeanMetadataAttribute
 236:           471          11304  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcome
 237:           471          11304  org.springframework.boot.autoconfigure.condition.ConditionOutcome
 238:           200          11200  [Lorg.apache.catalina.core.ApplicationFilterConfig;
 239:           200          11200  org.apache.catalina.connector.Response
 240:           200          11200  org.apache.catalina.mapper.MappingData
 241:           200          11200  org.apache.coyote.http11.Http11OutputBuffer
 242:           232          11136  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.12)
 243:            98          10976  org.springframework.boot.loader.jar.NestedJarFile$NestedJarEntry
 244:           341          10912  jdk.internal.math.FDBigInteger (java.base@21.0.12)
 245:           448          10752  jdk.jfr.internal.EventControl$NamedControl (jdk.jfr@21.0.12)
 246:           192          10752  org.springframework.context.annotation.ConfigurationClass
 247:           268          10720  io.micrometer.prometheusmetrics.PrometheusMeterRegistry$$Lambda/0x00007ce6347b7468
 248:           264          10560  sun.security.util.KnownOIDs (java.base@21.0.12)
 249:           329          10528  java.util.RegularEnumSet (java.base@21.0.12)
 250:           118          10384  java.util.regex.Pattern (java.base@21.0.12)
 251:           256          10240  java.lang.invoke.DirectMethodHandle$Interface (java.base@21.0.12)
 252:           627          10032  java.util.Optional (java.base@21.0.12)
 253:           249           9960  sun.reflect.generics.repository.MethodRepository (java.base@21.0.12)
 254:           311           9952  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.12)
 255:           310           9920  io.lettuce.core.protocol.CommandType
 256:           609           9744  org.apache.kafka.common.protocol.types.TaggedFields
 257:           118           9440  sun.security.x509.X509CertImpl (java.base@21.0.12)
 258:             3           9248  [Ljava.util.Locale; (java.base@21.0.12)
 259:           286           9152  tools.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 260:           283           9056  io.lettuce.core.protocol.CommandKeyword
 261:           113           9040  org.springframework.boot.loader.zip.ZipContent
 262:           280           8960  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.12)
 263:            27           8824  [Ljava.nio.channels.SelectionKey; (java.base@21.0.12)
 264:           183           8784  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.12)
 265:           363           8712  java.util.ImmutableCollections$SetN (java.base@21.0.12)
 266:           272           8704  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@21.0.12)
 267:           268           8576  io.micrometer.core.instrument.cumulative.CumulativeFunctionCounter
