1:
 num     #instances         #bytes  class name (module)
  86:          1697          41016  [Ljava.lang.reflect.Type; (java.base@21.0.12)
  87:          1689          40976  [Lorg.springframework.core.ResolvableType;
  88:          1693          40632  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.12)
  89:           185          40248  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.12)
  90:          1241          39712  org.apache.kafka.common.message.ApiVersionsResponseData$ApiVersion
  91:           976          39040  org.springframework.util.ConcurrentReferenceHashMap$Segment
  92:          1598          38352  jdk.jfr.AnnotationElement (jdk.jfr@21.0.12)
  93:           791          37968  org.apache.tomcat.util.buf.ByteChunk
  94:          1569          37656  jdk.jfr.internal.AnnotationConstruct (jdk.jfr@21.0.12)
  95:          1142          36544  org.springframework.core.type.classreading.SimpleMethodMetadataReadingVisitor$Source
  96:            66          36432  io.netty.util.internal.shaded.org.jctools.queues.MpmcArrayQueue
  97:           749          35952  org.apache.tomcat.util.buf.CharChunk
  98:           495          35640  org.springframework.beans.factory.support.ConstructorResolver$ConstructorDependencyDescriptor
  99:           735          35280  org.apache.tomcat.util.buf.MessageBytes
 100:           723          34704  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.12)
 101:           864          34560  java.math.BigInteger (java.base@21.0.12)
 102:          1437          34488  org.springframework.core.convert.converter.GenericConverter$ConvertiblePair
 103:          1069          34208  java.util.Locale (java.base@21.0.12)
 104:          1069          34208  sun.util.locale.BaseLocale (java.base@21.0.12)
 105:            17          33936  [S (java.base@21.0.12)
 106:          1414          33936  org.springframework.util.ConcurrentReferenceHashMap$Entry
 107:          1056          33792  java.lang.Package (java.base@21.0.12)
 108:           844          33760  java.lang.Package$VersionInfo (java.base@21.0.12)
 109:          1050          33600  sun.util.locale.BaseLocale$Key (java.base@21.0.12)
 110:           834          33360  sun.security.util.DerInputStream (java.base@21.0.12)
 111:           831          33240  jdk.jfr.ValueDescriptor (jdk.jfr@21.0.12)
 112:           691          33168  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.12)
 113:          1374          32976  java.util.concurrent.ConcurrentLinkedDeque (java.base@21.0.12)
 114:           851          32832  [Ljava.lang.reflect.Field; (java.base@21.0.12)
 115:          1020          32640  org.apache.kafka.common.MetricName
 116:          1020          32640  org.apache.kafka.common.metrics.KafkaMetric
 117:          2021          32336  java.util.concurrent.locks.ReentrantLock (java.base@21.0.12)
 118:           912          30832  [Lorg.apache.kafka.common.protocol.types.BoundField;
 119:          1915          30640  org.springframework.core.ResolvableType$DefaultVariableResolver
 120:           912          29184  org.apache.kafka.common.protocol.types.Schema
 121:          1797          28752  java.util.HashSet (java.base@21.0.12)
 122:           675          27000  java.lang.reflect.Parameter (java.base@21.0.12)
 123:           834          26688  sun.security.util.DerValue (java.base@21.0.12)
 124:           819          26208  tools.jackson.databind.introspect.AnnotatedMethod$MethodHolder
 125:          1086          26064  java.util.jar.Attributes$Name (java.base@21.0.12)
 126:           811          25952  io.micrometer.prometheusmetrics.PrometheusMeterRegistry$$Lambda/0x000072ec2c781d08
 127:           787          25184  org.springframework.core.SerializableTypeWrapper$MethodParameterTypeProvider
 128:          1046          25104  java.time.Instant (java.base@21.0.12)
 129:          1022          24528  org.springframework.beans.factory.annotation.InjectionMetadata
 130:          1020          24480  org.apache.kafka.common.telemetry.internals.MetricKey
 131:           377          24128  org.apache.kafka.common.metrics.Sensor
 132:           501          24048  java.util.WeakHashMap (java.base@21.0.12)
 133:           748          23936  java.lang.invoke.MethodTypeForm (java.base@21.0.12)
 134:           976          23424  org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager
 135:          1452          23232  java.util.HashMap$EntrySet (java.base@21.0.12)
 136:           320          23040  org.apache.kafka.common.config.ConfigDef$ConfigKey
 137:           957          22968  io.micrometer.core.instrument.binder.kafka.KafkaMetrics$$Lambda/0x000072ec2ca8a8d8
 138:            40          22608  [D (java.base@21.0.12)
 139:           706          22592  org.springframework.core.convert.support.GenericConversionService$ConverterAdapter
 140:           683          21856  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.12)
 141:           182          21840  org.springframework.beans.factory.annotation.AnnotatedGenericBeanDefinition
 142:           905          21720  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.12)
 143:           904          21696  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.12)
 144:           338          21632  sun.security.ssl.CipherSuite (java.base@21.0.12)
 145:           224          21504  org.springframework.boot.loader.net.protocol.jar.UrlNestedJarFile
 146:          1332          21312  org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
 147:           628          20096  sun.reflect.generics.repository.ClassRepository (java.base@21.0.12)
 148:           834          20016  [Lsun.security.x509.AVA; (java.base@21.0.12)
 149:           834          20016  sun.security.x509.AVA (java.base@21.0.12)
 150:           834          20016  sun.security.x509.RDN (java.base@21.0.12)
 151:           839          19896  [Ljava.lang.reflect.Constructor; (java.base@21.0.12)
 152:          1221          19536  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.12)
 153:           812          19488  io.micrometer.core.instrument.internal.DefaultGauge
 154:           609          19488  org.apache.kafka.common.protocol.types.Field$TaggedFieldsSection
 155:           480          19200  java.util.WeakHashMap$Entry (java.base@21.0.12)
 156:            68          19040  java.util.concurrent.atomic.Striped64$Cell (java.base@21.0.12)
 157:           757          18168  java.util.ImmutableCollections$Set12 (java.base@21.0.12)
 158:           744          17856  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.12)
 159:           278          17792  java.net.URL (java.base@21.0.12)
 160:           444          17760  [Ljava.util.HashSet; (java.base@21.0.12)
 161:           444          17760  jdk.jfr.internal.Control (jdk.jfr@21.0.12)
 162:           198          17424  jdk.jfr.internal.PlatformEventType (jdk.jfr@21.0.12)
 163:           662          17232  [Lorg.springframework.core.annotation.AnnotationTypeMappings;
 164:           660          17160  [Lorg.springframework.core.annotation.MergedAnnotation;
 165:           268          17152  java.security.Provider$Service (java.base@21.0.12)
 166:           714          17136  org.apache.kafka.common.metrics.Sensor$StatAndConfig
 167:           713          17112  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.12)
 168:          1068          17088  java.util.concurrent.CopyOnWriteArraySet (java.base@21.0.12)
 169:           706          16944  java.security.Provider$ServiceKey (java.base@21.0.12)
 170:           351          16848  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.12)
 171:           296          16576  org.postgresql.core.Field
 172:           486          16560  [Lorg.apache.kafka.common.protocol.types.Schema;
 173:          1013          16208  org.springframework.beans.factory.support.MethodOverrides
 174:           905          16128  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@21.0.12)
 175:           335          16080  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.12)
 176:           251          16064  org.postgresql.core.v3.SimpleQuery
 177:           659          15816  org.springframework.core.annotation.MergedAnnotationsCollection
 178:           653          15672  sun.reflect.generics.scope.ClassScope (java.base@21.0.12)
 179:           639          15336  java.util.ImmutableCollections$ListN (java.base@21.0.12)
 180:           628          15072  sun.reflect.generics.tree.ClassSignature (java.base@21.0.12)
 181:           268          15008  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.12)
 182:           716          14960  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@21.0.12)
 183:           600          14400  tools.jackson.databind.type.ClassKey
 184:           444          14208  jdk.jfr.SettingDescriptor (jdk.jfr@21.0.12)
 185:           867          13872  tools.jackson.databind.util.internal.UnreflectHandleSupplier$$Lambda/0x000072ec2c61e9c8
 186:           213          13632  java.util.zip.Inflater (java.base@21.0.12)
 187:           189          13608  org.springframework.core.annotation.AnnotationTypeMapping
 188:             2          13528  jdk.internal.vm.StackChunk (java.base@21.0.12)
 189:           628          13376  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@21.0.12)
 190:           557          13368  java.util.ArrayDeque (java.base@21.0.12)
 191:           553          13272  java.util.Arrays$ArrayList (java.base@21.0.12)
 192:           273          13104  tools.jackson.databind.introspect.AnnotatedMethod
 193:           225          12600  org.springframework.core.type.classreading.SimpleAnnotationMetadata
 194:           154          12320  java.net.URI (java.base@21.0.12)
 195:           512          12288  io.netty.util.HashedWheelTimer$HashedWheelBucket
 196:           518          12272  [Ljava.lang.annotation.Annotation; (java.base@21.0.12)
 197:           506          12144  java.util.concurrent.atomic.AtomicLong (java.base@21.0.12)
 198:           504          12096  org.springframework.beans.MutablePropertyValues
 199:           377          12064  org.springframework.boot.context.properties.bind.JavaBeanBinder$BeanProperty
 200:           502          12048  java.util.Collections$UnmodifiableRandomAccessList (java.base@21.0.12)
 201:           499          11976  org.springframework.aop.framework.autoproxy.AbstractAutoProxyCreator$ComposedCacheKey
 202:           488          11712  java.util.Collections$SetFromMap (java.base@21.0.12)
 203:           478          11472  org.apache.kafka.common.protocol.types.CompactArrayOf
 204:           236          11328  sun.security.x509.X500Name (java.base@21.0.12)
 205:           471          11304  org.springframework.beans.BeanMetadataAttribute
 206:           471          11304  org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$ConditionAndOutcome
 207:           471          11304  org.springframework.boot.autoconfigure.condition.ConditionOutcome
 208:           232          11136  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.12)
 209:            98          10976  org.springframework.boot.loader.jar.NestedJarFile$NestedJarEntry
 210:           341          10912  jdk.internal.math.FDBigInteger (java.base@21.0.12)
 211:           192          10752  org.springframework.context.annotation.ConfigurationClass
 212:           447          10728  javax.management.ObjectName$Property (java.management@21.0.12)
 213:           268          10720  io.micrometer.prometheusmetrics.PrometheusMeterRegistry$$Lambda/0x000072ec2c7b7468
 214:           444          10656  jdk.jfr.internal.EventControl$NamedControl (jdk.jfr@21.0.12)
 215:           189          10584  java.nio.HeapByteBuffer (java.base@21.0.12)
 216:           264          10560  sun.security.util.KnownOIDs (java.base@21.0.12)
 217:           329          10528  java.util.RegularEnumSet (java.base@21.0.12)
 218:           118          10384  java.util.regex.Pattern (java.base@21.0.12)
 219:           255          10200  java.lang.invoke.DirectMethodHandle$Interface (java.base@21.0.12)
 220:           311           9952  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.12)
 221:           310           9920  io.lettuce.core.protocol.CommandType
 222:           246           9840  sun.reflect.generics.repository.MethodRepository (java.base@21.0.12)
 223:           609           9744  org.apache.kafka.common.protocol.types.TaggedFields
 224:           333           9504  [Ljavax.management.ObjectName$Property; (java.management@21.0.12)
 225:           118           9440  sun.security.x509.X509CertImpl (java.base@21.0.12)
 226:             3           9248  [Ljava.util.Locale; (java.base@21.0.12)
 227:           283           9056  io.lettuce.core.protocol.CommandKeyword
 228:           113           9040  org.springframework.boot.loader.zip.ZipContent
 229:           277           8864  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.12)
 230:           277           8864  tools.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 231:            26           8800  [Ljava.nio.channels.SelectionKey; (java.base@21.0.12)
 232:           183           8784  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.12)
 233:           363           8712  java.util.ImmutableCollections$SetN (java.base@21.0.12)
 234:           272           8704  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@21.0.12)
 235:           268           8576  io.micrometer.core.instrument.cumulative.CumulativeFunctionCounter
 236:           134           8576  java.lang.module.ModuleDescriptor (java.base@21.0.12)
 237:           354           8496  sun.security.x509.AlgorithmId (java.base@21.0.12)
 238:           349           8376  java.lang.Double (java.base@21.0.12)
 239:           209           8360  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.12)
 240:           257           8224  org.springframework.core.convert.TypeDescriptor
 241:           205           8200  org.apache.kafka.common.metrics.stats.Avg
 242:           336           8064  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@21.0.12)
 243:           251           8032  org.postgresql.core.NativeQuery
 244:           331           7944  org.springframework.cglib.core.Signature
 245:           282           7928  [Ljava.lang.reflect.Parameter; (java.base@21.0.12)
 246:           330           7920  io.micrometer.prometheusmetrics.MicrometerCollector
 247:           110           7920  org.springframework.core.annotation.AnnotatedMethod$AnnotatedMethodParameter
 248:           236           7840  [Lsun.security.x509.RDN; (java.base@21.0.12)
 249:           489           7824  org.apache.kafka.common.metrics.Sensor$$Lambda/0x000072ec2c99a860
 250:           487           7792  tools.jackson.databind.node.StringNode
 251:           484           7744  java.util.HashMap$KeySet (java.base@21.0.12)
 252:           471           7536  org.springframework.boot.autoconfigure.condition.ConditionMessage
 253:           235           7520  org.apache.kafka.common.metrics.stats.Rate
 254:           235           7520  sun.nio.fs.UnixPath (java.base@21.0.12)
 255:           308           7392  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.12)
 256:            66           7392  org.springframework.beans.GenericTypeAwarePropertyDescriptor
 257:           131           7336  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.12)
 258:           305           7320  org.springframework.context.annotation.BeanMethod
 259:           452           7232  java.util.WeakHashMap$KeySet (java.base@21.0.12)
 260:           226           7232  java.util.zip.ZipFile$CleanableResource (java.base@21.0.12)
 261:           225           7200  org.apache.kafka.common.metrics.stats.Meter
 262:           224           7168  org.springframework.boot.loader.jar.NestedJarFileResources
 263:           277           7048  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.12)
 264:           145           6960  org.springframework.core.annotation.TypeMappedAnnotations
